235756,7,28.125000000000004
204321,2551,1468789.1640000069
235158,157,178172.05800000002
70636,1,75.3
38875,1,2.073
232333,1,16.563
313819,13,80.569
258213,3,38.366
75152,7,77.714
143690,133,2158515.552
280830,3,119.81400000000001
273458,13,8572.326
449141,7,6.38
246230,21,10481.082000000002
231946,7,31.47
67997,13,153.45300000000003
121718,273,129729.13300000005
313953,1,1.726
262999,7,445.10499999999996
232247,3,0.007
241667,7,0.059000000000000004
314747,13,632.888
232275,1,33175.433
13374,307,92372.76900000009
232202,1,2.707
313974,1,71.815
235156,3,346.144
312952,343,122999.94100000008
232188,3,6.5409999999999995
232380,157,20439.375999999993
163161,601,369833.6809999981
407708,3,3.085
263001,1,9.382
183555,1,21.987
127557,13,73848.35299999999
211421,31,462.969
235157,1,0.006
451393,1,0.968
390741,507,18968.35800000002
385909,57,4273.321999999999
123647,13,178.965
442186,21,12935.779
41671,1123,528092.4569999992
443315,1,423.784
451165,1,6.768
281637,2163,1726617.4700000004
357203,343,28632.47300000006
347026,1,15.301
448193,3,61.236000000000004
265637,21,18838.298000000003
357201,421,751209.582
451158,1,9133.579
229967,211,141331.54400000005
270884,21,129622.36799999999
429809,13,0.6780000000000002
357876,183,41350.88399999999
409724,1,0.001
271457,421,142199.57399999996
290170,343,265055.7770000001
290299,343,1566642.8020000008
107972,3,1295.1209999999999
357851,1,86.141
11920,1,34.852
245083,157,3005170.6169999973
64221,21,3189.8929999999996
414858,3,0.013000000000000001
448817,273,22391.136000000046
448814,13,5530.818000000001
366279,133,91122.67499999994
290317,57,2730.891
290196,273,11604.51699999998
270883,1,47.9
285223,157,380275.8539999997
290394,703,2111690.1809999966
77885,1123,132225.32100000008
448818,21,26195.018
448821,3,12.232000000000001
448812,7,178.048
290383,211,6333.418999999999
333186,1,0.006
448815,3,48.221000000000004
394342,1561,796589.6839999987
227877,7,0.10099999999999999
413640,21,349.13100000000003
448813,3,122.122
271624,1,0.052
270882,31,487.361
16543,111,65378.154000000024
316391,13,1965.2730000000001
431426,111,428395.34999999986
271452,3,53.233
59423,1,0.157
270878,3,13.301
273432,3,32.041000000000004
407756,157,473657.44600000023
272072,381,466248.7649999992
335385,13,3738.653999999999
85190,21,3267.969000000001
395513,91,274379.2139999999
348638,7,51734.587999999996
271922,1,0.012
272228,13,3801.466
272590,1981,4786561.140000001
109378,3,60.851
271451,43,199518.526
213702,307,615795.3390000002
273439,601,1340545.8040000002
273462,3,30.203
442310,757,12526.32600000001
271623,1,0.001
441721,43,7119.155999999998
370897,241,111593.0579999999
407468,43,15602.605
68143,13,263.431
103199,43,3606.821999999999
416699,1,33.074
401898,3,462.649
272227,183,826058.7050000001
320321,3,3250.817
271072,13,749.667
271422,183,5620.2390000000005
373768,1,6.857
271244,7,26.266
272583,1,0.204
271497,57,16532.398000000005
271810,133,280708.59499999986
254507,31,5323.236999999999
271421,1,72.264
276960,31,58909.17700000001
49325,21,221.82099999999994
271453,3,394.587
271243,43,381612.49
271253,13,61.644000000000005
169409,13,7943.224000000001
271070,73,1608.9749999999995
271254,183,40412.10800000003
271821,31,27285.114999999994
271994,3,196.53199999999998
271822,7,130.508
271819,1,0.015
271684,3,18.669
105100,7,618.808
138098,1,0.072
271685,1,29.958
271066,91,165530.876
271496,1,0.152
247978,601,55356.50399999993
271065,13,22804.707
116400,7,268.41
74734,7,348.38800000000003
247997,1807,12264124.77599999
227043,273,2771825.212
208746,993,4877472.542999981
248001,871,1178713.0690000046
247969,3,21.431
248019,43,323189.4029999999
248011,343,141408.00100000008
247973,73,1105548.142
247984,1,0.041
248021,1641,3492808.8890000028
85188,381,1359143.325000002
247974,157,2938.9510000000023
248018,111,19313.806000000004
252307,7,82522.004
248004,21,568.4460000000001
248015,1,0.011
247990,1,0.045
123431,13,2242.508
247980,57,23356.214
248003,7,1586.4460000000001
212458,57,32378.275000000005
247982,1407,491836.44800000003
249548,1,0.001
248012,211,116358.2009999999
248023,43,14086.736000000004
248013,31,229869.76499999998
94708,307,263080.2549999999
248002,601,111241.09900000006
248017,57,10174.991000000004
248010,3,653.024
248020,7,108.26400000000002
248016,133,10849.562999999996
247970,13,2219.8759999999997
248007,3,955.1610000000001
245084,73,992266.8609999991
