262453,381,318791.7500000001
229856,157,71294.38899999998
266216,1,31.16
162674,3,41.57
162683,31,15374.082999999999
257604,21,13045.793
12217,7,19548.909
252843,13,458.6019999999999
253799,1,60.171
71881,73,19698.891999999996
252847,57,49849.21700000001
235667,13,2114.3379999999997
262767,31,5286.874
256571,91,48814.116
266752,3,641.2479999999999
80156,43,80869.692
262045,507,288709.6440000003
222581,1,90.942
227439,3,33738.224
108762,1,301.092
162678,1,4.229
71201,1,24.32
105476,1,205.89
227065,57,30254.581999999984
162677,133,177351.53
263932,111,5006.3150000000005
162997,21,20192.283
8628,1,295.097
267303,183,44346.25599999994
35274,111,10396.788999999993
16538,7,131.864
31562,1,181.255
231201,31,9992.872000000001
17797,1,101.353
25180,1,4.298
231612,57,31667.857
49162,3,1932.597
252904,183,83510.92900000006
256329,43,2974.8269999999998
13765,13,1288.0449999999998
80939,91,73032.56799999998
80245,73,9603.980000000003
255942,31,4856.090000000001
16414,3,62.955
263701,3,605.557
252905,3,637.893
228880,111,65365.645999999964
228178,3,612.321
89879,13,5676.258
259566,7,6760.74
57769,1,5.489
242925,43,29934.934999999998
86951,3,230.274
15194,13,680.075
54,1261,5756689.06199999
16046,3,853.048
251868,381,49162.48000000001
242924,31,8671.202999999998
144349,273,57408.20699999997
219548,133,58299.42799999999
162666,13,7558.874
255185,43,24507.244999999995
195586,157,35580.79899999997
228944,133,24282.712000000018
234609,421,83602.88099999994
227181,111,5951.878999999995
248987,241,23344.12299999999
231596,13,6513.088000000001
85866,3,144.05
252308,43,27836.00599999999
252846,43,7640.233
251865,183,111581.83900000014
228836,3,2413.527
262029,13,387.7869999999999
231895,3,1075.602
231609,3,27.721
258856,43,7689.4130000000005
251421,13,1864.5149999999999
231226,21,2455.448
76277,381,123466.6480000001
258245,43,1172.7759999999998
251422,211,35671.72300000003
115823,1,3.84
73832,91,6258.6200000000035
107596,183,94312.67200000006
226643,3,115.416
171275,31,4169.531
258301,7,3768.204
234133,1333,607490.7580000008
228748,1,4.055
225257,8011,18609250.11399989
251867,13,1777.47
111168,7,3023.595
99285,57,39416.17400000001
80975,3,937.894
219547,31,90874.84799999998
251086,871,86469.5589999999
251424,21,4063.602999999999
231228,13,240.73200000000003
37845,157,20718.15500000001
29177,211,176942.8759999999
17852,421,87255.31699999998
162667,91,1068972.141
255567,3,1527.727
228810,1,6.526
39011,13,898.6779999999999
251496,43,6940.191000000001
256330,91,50404.423000000046
251866,3,5248.386
239477,13,1404.0240000000001
123108,931,351311.481000001
92465,21,9524.984
237215,183,221737.31399999998
218636,21,5834.433000000002
171952,91,7983.837000000005
231376,111,62658.95599999998
162994,31,325.06800000000004
228981,13,3881.0379999999996
28720,1,5.681
162668,183,25570.284000000032
231225,111,78857.29000000001
66369,13,2462.824
239202,31,5629.935000000001
258094,13,15527.363000000001
256331,7,1958.299
228119,21,36643.462
226298,1,386.044
195886,73,12296.266000000001
228811,13,5243.245
253193,31,798.9689999999999
70747,601,204589.39699999962
256573,13,10000.806
162669,21,758.591
91033,43,10926.152000000004
232108,21,3764.144
59085,21,2269.804
62613,57,5496.505000000002
134161,3,2491.772
91832,3,379.929
253459,157,183292.77899999995
231305,91,391112.2770000003
256229,1,4.735
251085,993,189652.6710000002
16242,1,4.463
36090,3,2227.709
253191,7,6918.231
167543,1,26.753
228888,7,28.861
35480,3,1798.5529999999999
195587,31,6061.838999999998
228963,57,18485.268000000004
111245,1,357.291
231304,13,10184.780000000002
231306,21,5761.085000000001
228890,7,1539.526
234839,21,2520.3219999999997
228345,307,112915.976
231278,91,9238.214000000002
92895,813,1255308.918999998
124136,993,2384767.975000009
77946,183,530595.1129999997
227882,3,6360.482
162989,91,14258.474999999995
35455,1,5192.434
235471,343,751307.8090000008
37053,1,172.952
229383,1,927.58
16393,211,38874.514999999985
235574,273,273314.5600000002
6394,157,81434.03000000003
228755,73,16290.048
235518,133,46504.881000000016
67018,21,16573.621
228484,13,10823.33
236900,7,680.508
227116,31,8984.751999999999
35460,31,30276.326999999994
228534,13,1169.3139999999999
226849,91,304972.75099999993
230832,13,18785.595
62511,7,158.68
227115,1,184.368
