228227,57,23262.244000000002
229716,43,54335.27800000001
93180,3,66.912
13721,111,62287.82600000001
35465,7,2567.162
130107,3,884.414
228120,133,58166.590000000004
227114,1,95.737
59602,7,28.207
71479,7,384.547
2244,3,2527.896
75016,651,141610.25399999978
228630,7,109.18999999999998
35515,1,823.739
75011,3,214.649
35597,7,3236.782
158621,21,94938.296
35459,1,1686.08
12751,31,63140.08900000001
235429,421,143905.847
9674,13,5357.157
158616,3,17146.603
6576,1,97.627
35505,1,417.936
59611,1,66.326
16234,1,23.189
35315,1,404.365
16386,1,286.738
36247,1,297.117
76522,13,1476.4700000000007
35360,133,24491.823999999997
16423,1,240.493
10160,7,5334.268999999999
36187,757,1223718.4450000026
222017,1123,1729702.612000008
11079,1,181.876
15604,3,3986.01
8727,1,3688.95
225255,21,3765.9330000000004
234110,1,6.976
27775,7,292.99399999999997
225256,1,3.754
9474,1,77.189
69116,3,1206.42
221853,21,1257.03
233164,13,45648.91299999999
171548,3,2076.281
224976,21,324735.63899999997
86148,1,283.968
107472,57,1923153.8209999998
224429,91,90234.83800000006
174318,73,19786.207000000002
162660,31,3896.246999999999
18773,3,2058.46
27834,3,2849.7470000000003
193667,1,1398.35
193596,211,11345.09099999999
195574,13,2150.351
195887,57,27407.661999999997
196102,7,546.3059999999999
218815,57,12194.72
14023,1,174.358
23987,1,514.563
107145,111,408449.61
31627,307,645943.6079999991
27825,57,58200.54999999998
193679,7,256.515
27659,7,78.647
93582,3,1810.9319999999998
76321,3,375.483
31624,31,140350.372
161931,3,15.881999999999998
84293,1,111.54
169677,1,134.421
169675,3,1318.466
169669,3,643.144
169670,3,1484.394
169668,7,2252.103
169680,1,123.538
81025,7,135.095
169667,21,9454.910999999998
94509,13,3066.924
172777,1,2438.372
168403,13,204640.317
52473,3,27632.752
169671,7,691.684
111887,91,20315.853000000003
168402,757,1739246.4570000058
107476,3,1132.868
101838,3,405.427
129684,3,287.908
168401,13,16983.285
168406,1,1284.492
62765,1,117.997
162999,13,2152.266
168405,3,253.906
168409,57,561635.1669999999
168404,1,6.572
168408,3,3488.8070000000002
6044,1,1659.939
162679,73,28840.900000000005
162990,3,1008.328
16537,1,5848.872
8837,3,20.878
162673,7,9893.528
162995,3,26.316
162681,1,177.642
162670,1,27.46
78102,1,80.509
162671,7,62.584
49988,73,6679.649000000001
162662,13,197.94699999999997
162993,3,54.395
162680,3,102.831
136933,13,1868173.583
